id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,target
443,A,F,A,C,F,BI,A,AH,AD,F,LF,A,A,A,A,B,D,D,B,0.903543409,0.605340971,0.556287283,0.67192358,0.785215912,0.35617736,0.172652071,0.788122893,0.582159143,0.366608738,0.901421608,0
444,B,A,A,A,G,BI,A,S,BM,E,HK,A,A,A,A,B,D,D,B,0.563286652,0.707042775,0.714208656,0.314602742,0.76463102,0.486007781,0.6828353,0.574812211,0.521783265,0.746669457,0.530532402,0
446,A,L,I,B,E,BI,A,E,Y,A,KW,B,A,A,B,B,D,D,B,0.906479369,0.513679187,0.837902765,0.857299594,0.23886825,0.734218126,0.292862498,0.810203772,0.601782658,0.808718352,0.943059423,1
449,B,I,A,B,E,BI,C,C,BN,I,CR,A,B,A,A,B,D,D,B,0.315084572,0.345074073,0.292325979,0.585074316,0.811324469,0.619910916,0.455181008,0.387829831,0.371583793,0.274787895,0.347358277,0
450,B,I,A,A,G,BI,A,E,AT,E,MD,B,A,A,A,B,D,D,B,0.493418217,0.394583965,0.491867406,0.289362544,0.802359573,0.293186564,0.487315254,0.380284789,0.67431271,0.26710477,0.412776252,0
451,A,I,A,A,H,BI,A,K,A,C,HK,A,A,A,B,D,B,D,B,0.545007792,0.807989627,0.796654627,0.272513635,0.67944378,0.797203105,0.739934953,0.415847846,0.656782909,0.531364952,0.504280811,1
454,B,M,D,C,G,BI,A,AN,AE,A,HK,A,A,A,A,B,D,D,B,0.450177462,0.6171532,0.645657564,0.548282722,0.668371235,0.680286483,0.559803829,0.668051854,0.432122447,0.28228178,0.366223646,0
455,A,M,F,A,F,BI,A,K,BH,A,AB,A,A,A,B,B,D,D,B,0.919633177,0.568413356,0.771342316,0.778996878,0.675459961,0.420739983,0.579910184,0.690226198,0.649148536,0.811224598,0.581880978,0
456,A,K,A,A,E,CI,A,B,AK,L,DJ,A,B,A,B,B,D,D,B,0.469235344,0.307519446,0.343692753,0.595214644,0.794744719,0.734484456,0.370674663,0.381456726,0.363066509,0.32508464,0.400837814,0
457,A,I,G,A,E,N,A,J,I,A,HX,A,A,A,A,B,D,D,B,0.669571358,0.46920023,0.475370586,0.244299619,0.423757989,0.07997173,0.086683543,0.39797402,0.390955694,0.300754313,0.567984549,0
458,B,I,O,A,E,BI,A,E,BO,A,KF,B,A,A,A,B,D,D,B,0.498875142,0.425527991,0.499933724,0.660983908,0.790711355,0.796452403,0.557923937,0.79010793,0.36223393,0.356676278,0.525218433,0
460,A,L,A,B,F,BI,A,J,I,A,MB,A,A,A,B,D,D,D,B,0.517561497,0.472473902,0.397066337,0.61023384,0.48851419,0.125763551,0.208013399,0.750462691,0.385208307,0.399268142,0.540639252,0
462,A,B,F,C,E,AB,A,AH,BM,A,CK,B,A,A,A,B,B,B,B,0.32091467,0.21289702,0.167569212,0.257582464,0.796063846,0.733694473,0.73534857,0.324327064,0.262382402,0.249464396,0.30351445,0
463,A,B,A,A,F,BI,A,U,AX,A,HK,A,A,A,B,B,D,D,B,0.302056425,0.696749749,0.705447443,0.563078935,0.72872011,0.732899957,0.527753775,0.811074767,0.500350855,0.774244131,0.449624572,0
466,A,I,A,F,E,BI,C,L,AD,A,LM,A,A,A,A,D,D,D,B,0.657550299,0.830781999,0.883030903,0.891769984,0.72693437,0.55507355,0.210505473,0.9890072,0.78717755,0.795132669,0.982448817,0
468,A,I,A,B,E,BI,A,AK,BM,N,HE,A,B,A,B,D,D,D,B,0.503734417,0.510533609,0.495319488,0.582042866,0.471384517,0.62063841,0.471636182,0.460878605,0.403827557,0.350819918,0.440748006,0
471,A,K,A,A,E,G,A,O,BC,N,DP,A,B,A,A,B,D,D,B,0.537973252,0.35218076,0.352814462,0.581616643,0.810937782,0.555174465,0.522485749,0.544103888,0.368892146,0.332018657,0.410784408,0
472,A,G,F,B,G,BI,E,AG,AT,A,LO,A,A,A,B,D,B,D,B,0.529931526,0.702379446,0.725352066,0.336245466,0.298123719,0.794125384,0.524873589,0.400780605,0.38519195,0.542769431,0.381046716,0
473,A,F,C,A,E,AB,A,AI,I,A,HX,A,A,A,A,B,D,D,B,0.650532438,0.432209378,0.475332245,0.269326872,0.41310201,0.151109005,0.131241734,0.479377591,0.342467708,0.293584271,0.585346339,0
474,A,L,C,A,E,BI,C,AV,BJ,A,DJ,A,A,A,B,B,D,D,B,0.47292314,0.297605807,0.385847349,0.296132638,0.298569969,0.736714243,0.482610716,0.370628829,0.392408825,0.300386516,0.343155074,0
477,A,K,A,A,E,BI,C,AF,BN,I,LE,A,B,A,A,B,D,B,B,0.245671062,0.327001357,0.378083541,0.001711471,0.23680584,0.769664098,0.564007341,0.393722248,0.590467116,0.269182908,0.335249445,0
478,A,I,A,A,F,BI,A,V,BJ,A,DP,A,A,A,A,B,D,D,B,0.467098115,0.329257872,0.343854573,0.266482565,0.7877682,0.270880227,0.514734568,0.344413577,0.370287974,0.595609993,0.407651307,0
479,A,J,A,A,J,BI,A,AH,AT,E,HB,A,B,A,A,B,D,D,B,0.431831092,0.570405837,0.464042048,0.283665747,0.243868689,0.556798228,0.941586794,0.540621012,0.78525631,0.368588922,0.54973738,0
480,A,L,J,A,E,BI,E,C,AX,A,BL,B,A,A,B,D,B,D,C,0.713712992,0.681537674,0.718914485,0.586130256,0.275191781,0.120900782,0.196002477,0.612162783,0.34773825,0.486456292,0.300535468,1
481,A,F,Q,D,I,BI,I,AH,AT,A,FQ,A,A,A,B,D,B,C,C,0.387295348,0.97072378,0.932851613,0.326153224,0.225269126,0.680821643,0.736221267,0.461328764,0.691808894,0.673158789,0.405109438,1
482,A,F,I,B,H,BI,C,C,AO,A,HK,B,A,B,B,D,B,C,D,0.505839481,0.777374132,0.712194125,0.616405465,0.481354805,0.795547488,0.594947233,0.348926176,0.712338037,0.421057071,0.433659258,1
486,A,I,C,A,F,AB,A,U,X,A,HX,A,A,A,A,B,D,D,B,0.48097651,0.387138325,0.415273032,0.332746351,0.28495714,0.291485666,0.427253025,0.347260965,0.325396881,0.253491706,0.422683561,0
487,B,J,A,A,F,BI,A,J,AX,C,HK,B,A,A,A,B,A,D,B,0.623204362,0.68466206,0.702117591,0.559638373,0.416352304,0.620174768,0.471823807,0.68187551,0.45965586,0.297879683,0.528500523,0
489,A,K,A,A,G,BI,E,AW,AX,A,IE,A,A,A,B,B,D,D,B,0.48902327,0.705160694,0.674880698,0.580441008,0.720085142,0.794329326,0.589285557,0.582355239,0.530297009,0.634902538,0.45195142,0
490,B,I,A,C,F,BI,A,I,AX,A,HK,A,A,A,B,B,D,D,B,0.53832228,0.810038696,0.70269578,0.336418803,0.673923707,0.678784184,0.716150958,0.432420223,0.547279674,0.605231394,0.384723951,1
491,A,L,C,A,E,AB,C,U,AX,A,DJ,A,A,A,A,B,D,D,B,0.462957202,0.310202734,0.258124141,0.346061886,0.290019033,0.73665385,0.527183904,0.354804487,0.354456673,0.603735222,0.443762616,0
492,B,I,C,A,E,BI,A,AO,AK,E,CR,A,B,A,A,B,D,D,B,0.354776941,0.381893,0.400311541,0.590368093,0.340815558,0.735569763,0.522890751,0.400238545,0.410884979,0.320518096,0.403280701,0
494,A,F,A,B,E,BI,A,AS,AJ,A,HV,A,A,A,A,D,D,D,B,0.49301078,0.451370465,0.491725418,0.802211738,0.704648955,0.116438312,0.205769731,0.652951399,0.585309832,0.361341083,0.570194979,0
496,B,B,F,A,H,BI,A,AS,BM,A,BG,A,B,A,A,B,D,D,D,0.385115472,0.281918897,0.697790059,0.632098062,0.292247956,0.739092916,0.686626335,0.204521696,0.284087596,0.616316196,0.388855324,0
497,A,F,A,A,G,BI,G,AH,K,A,IA,A,A,A,B,D,B,C,C,0.940024121,0.929191753,0.991709476,0.227630254,0.222119672,0.553838036,0.527229507,0.926321305,0.982617077,0.697196385,0.833701739,1
500,A,M,Q,A,F,BU,A,AW,AX,A,MJ,B,A,A,B,B,D,D,B,0.433640155,0.47382311,0.675404969,0.220104927,0.621400517,0.232228419,0.226834584,0.236070033,0.39598899,0.588271098,0.262640097,0
502,B,K,A,A,E,BI,C,AA,BM,E,CR,A,B,A,B,B,D,D,B,0.342421707,0.326638583,0.311584127,0.580911204,0.211766096,0.735647828,0.565370638,0.378065827,0.409409154,0.442733112,0.309727605,0
503,A,F,O,A,J,BI,G,J,K,A,FO,A,A,A,B,D,B,D,C,0.727288557,0.924668872,0.94737155,0.284228894,0.376683027,0.554619372,0.564802201,0.538405874,0.947416197,0.336018179,0.524078224,1
504,A,I,A,A,D,AB,A,AH,AM,A,DC,A,A,A,A,B,D,A,B,0.228086367,0.167473027,0.211785984,0.360753625,0.237052787,0.096864947,0.630664128,0.173816779,0.368932847,0.316395626,0.321405477,0
506,A,F,A,B,G,BI,G,J,AS,A,MD,A,A,A,A,B,B,D,B,0.544291547,0.626368101,0.661199185,0.574686334,0.729513555,0.805849664,0.607016988,0.576779325,0.638736593,0.472794101,0.525934887,0
508,A,F,A,B,H,BI,A,E,H,C,LF,A,A,A,A,D,D,C,B,0.550301838,0.838393282,0.809803694,0.351062036,0.79003646,0.554567076,0.83232117,0.547794084,0.98037505,0.362916046,0.525204764,1
509,A,G,C,A,F,BI,C,AH,H,A,MB,A,A,A,B,B,D,D,B,0.472263962,0.48294303,0.440358422,0.321440995,0.2442116,0.356310946,0.93951086,0.322092389,0.358607095,0.421562362,0.384245375,0
510,B,F,M,C,H,BI,A,AA,AE,A,HK,A,A,A,A,B,D,D,B,0.460014784,0.629441098,0.612096828,0.583336149,0.791472204,0.555169591,0.665862963,0.465009667,0.431107778,0.331942272,0.391346062,0
511,A,I,A,E,D,BI,C,AV,Y,A,IG,A,A,A,A,B,D,D,B,0.816084318,0.42753167,0.40723086,0.779840653,0.308810096,0.138603871,0.180318444,0.897350325,0.399518327,0.4514925,0.963244187,0
512,A,I,A,A,E,BI,A,J,AE,E,DJ,A,A,A,B,B,D,D,B,0.291857272,0.345744542,0.306952005,0.638123899,0.21912874,0.737530207,0.540907148,0.358844848,0.366764346,0.351368188,0.323111381,0
513,A,F,A,B,G,BI,A,J,M,A,HK,A,A,A,A,B,B,D,B,0.535831888,0.599469486,0.599869349,0.335558472,0.362233381,0.806820975,0.59390691,0.60144506,0.461638723,0.581534767,0.522537567,0
515,A,O,A,A,H,BI,G,C,AT,E,V,A,B,B,B,D,B,C,C,0.725086042,0.790805846,0.891909777,0.283428476,0.668006409,0.804629637,0.546792034,0.541151934,0.713564116,0.292556782,0.381667264,1
516,A,F,L,A,E,BI,C,AN,BM,A,BG,A,A,A,A,B,D,D,B,0.382904151,0.277069183,0.333983827,0.565729513,0.282961814,0.734836973,0.638063636,0.380998745,0.36266145,0.285893162,0.386251704,0
517,B,I,D,B,G,BI,E,AS,AD,A,HQ,A,A,A,B,D,B,C,B,0.888134532,0.783958499,0.814925427,0.678399833,0.741368775,0.621780065,0.769697904,0.76342436,0.670299738,0.950728623,0.669374603,1
518,A,J,A,B,E,BI,C,AF,AX,E,DP,A,A,A,B,B,D,D,B,0.286011163,0.324470157,0.303373809,0.26294317,0.631465404,0.271403826,0.569432967,0.240084906,0.357708526,0.328856487,0.234127219,0
521,B,F,A,A,G,BI,A,J,J,C,HK,A,A,A,A,B,B,D,B,0.649485633,0.886184731,0.812993246,0.707313103,0.681314964,0.801325908,0.642601499,0.728986237,0.632781298,0.346001158,0.637256356,1
522,A,F,A,A,H,BI,A,AS,AN,C,HK,A,A,A,A,B,D,B,B,0.456505334,0.708862406,0.703624376,0.684777497,0.809985771,0.555298832,0.709232083,0.663328786,0.490148952,0.601298948,0.399562361,0
523,A,I,A,A,F,BI,A,AY,L,A,LN,A,A,A,A,B,D,D,B,0.919054324,0.72515138,0.768941474,0.862480342,0.7298658,0.554907721,0.241257363,0.855097486,0.673204465,0.730091589,0.948115892,1
525,B,M,A,B,E,BI,A,AS,N,A,JT,A,A,A,B,B,D,D,B,0.556519722,0.53927193,0.429934434,0.647164408,0.608891623,0.148113374,0.204239872,0.719090971,0.345786847,0.329586133,0.677056857,0
526,A,F,A,B,E,BI,A,G,Y,A,IG,A,A,A,A,D,D,D,B,0.907063659,0.735157126,0.807437013,0.809221449,0.817273537,0.551914284,0.117667871,0.917857008,0.590607765,0.872830437,0.965351605,0
532,A,I,C,A,F,AB,A,U,BC,A,HX,A,A,A,B,B,D,D,B,0.473101447,0.458333992,0.401379002,0.316564187,0.235617156,0.358002124,0.766009828,0.352756483,0.331989505,0.243654044,0.469149744,0
534,A,G,J,B,F,BU,C,N,AX,A,IE,B,A,B,A,D,B,D,B,0.725842186,0.259286786,0.231966761,0.757212082,0.607192511,0.109037562,0.143160918,0.337378682,0.594565762,0.375703886,0.797794128,1
535,A,I,A,A,E,BI,C,U,AK,L,DJ,A,B,A,A,B,D,D,B,0.476716024,0.297760548,0.218135189,0.609531755,0.214727155,0.802657767,0.501353778,0.352650076,0.355262369,0.25254056,0.392278485,0
539,A,I,O,K,I,BI,I,AF,BD,A,AU,A,A,A,B,D,B,D,D,0.381194167,0.806382964,0.79237063,0.2362079,0.232192033,0.680291439,0.846424786,0.371668889,0.838272939,0.549841551,0.498851538,1
542,A,F,G,B,G,BI,A,AS,Q,A,JG,A,A,A,A,B,D,D,B,0.540141294,0.484046859,0.53030936,0.049018105,0.786242665,0.801277811,0.65176608,0.425749321,0.606703871,0.26179052,0.462900809,1
545,A,N,A,A,I,BI,A,AF,AT,A,LF,A,A,A,A,B,B,B,B,0.531734538,0.958828871,0.95669272,0.290091138,0.677014076,0.734913155,0.870058616,0.526055783,1.004988779,0.505253693,0.529951886,0
546,A,L,G,A,F,BI,A,AS,Y,A,IO,A,A,A,B,D,B,D,D,0.715070543,0.828359398,0.868860789,0.880429278,0.721828793,0.553828869,0.328815652,0.75665157,0.801153663,0.828474798,0.851251694,1
547,A,K,A,A,E,BI,A,AI,AK,C,DJ,A,B,A,A,B,D,D,B,0.343208605,0.316635645,0.334513999,0.594024088,0.793503114,0.680388159,0.456151851,0.325407231,0.357272233,0.320541022,0.317986617,0
549,A,G,M,A,E,AB,C,E,X,A,DC,B,A,A,B,B,B,D,D,0.464933966,0.17342317,0.267575701,0.364955254,0.805068916,0.119207936,0.173577589,0.363388048,0.378034235,0.507953211,0.399609883,1
550,A,K,A,A,E,BI,C,AP,BM,J,CR,A,B,A,A,B,D,B,B,0.469908431,0.290090387,0.26919692,0.589486328,0.344933331,0.487417324,0.592893287,0.386752477,0.398660685,0.544501288,0.307419291,0
551,A,M,J,A,D,X,A,R,BM,A,HC,A,B,A,A,B,D,D,B,0.286018574,0.183143589,0.240729438,0.311393287,0.796347292,0.620656788,0.185831088,0.215458566,0.236763611,0.359307691,0.316412925,0
553,A,L,M,B,D,AB,C,AF,X,A,DC,B,A,A,B,D,B,B,D,0.651950164,0.321026558,0.287903094,0.250016931,0.233670646,0.553731585,0.40938716,0.407229643,0.355617225,0.600745061,0.336587808,1
554,B,A,A,A,H,BI,A,U,AX,A,HK,A,A,A,A,B,D,D,B,0.355865514,0.437046372,0.70644228,0.565374852,0.227475638,0.680696509,0.657427709,0.376304004,0.452219796,0.359662715,0.391443237,0
559,A,L,M,A,G,AB,A,AH,X,A,GS,B,A,A,B,D,B,D,D,0.483269534,0.493724014,0.546065651,0.23843727,0.261787407,0.760833801,0.930450775,0.346087454,0.420436092,0.617572212,0.548821068,1
561,A,I,A,A,I,BI,C,AF,AE,J,GQ,A,B,A,B,B,D,D,B,0.513640111,0.561541714,0.508640133,0.332899116,0.227496244,0.620129169,0.569544106,0.703085085,0.985403713,0.256534591,0.477809727,0
562,A,J,A,A,F,BI,A,AH,AT,A,GS,A,A,A,A,A,D,D,B,0.304911483,0.41088885,0.457860172,0.242158982,0.74315059,0.5564788,0.552229469,0.405884471,0.677789519,0.26038047,0.410225011,0
564,A,F,A,C,F,BI,A,J,BM,A,IE,A,A,A,B,D,B,D,D,0.241630895,0.701355691,0.715469683,0.208866624,0.381518753,0.785088983,0.72741541,0.556829899,0.348440883,0.947964014,0.455899822,1
565,A,I,A,A,E,BI,C,AH,AS,I,CR,A,A,A,A,B,D,D,B,0.269531804,0.383805843,0.274804489,0.624853633,0.236843207,0.789271558,0.592734507,0.364255018,0.398174152,0.558004294,0.394012006,0
566,A,J,A,A,F,BI,A,AH,AJ,N,DJ,A,A,A,B,D,D,D,C,0.335417805,0.457109341,0.497738311,0.306632684,0.236302279,0.736172687,0.640280724,0.420061863,0.455060648,0.538228764,0.41865761,0
568,A,K,A,A,F,BI,A,R,BM,A,HK,A,A,A,A,B,D,D,B,0.358591494,0.698983012,0.708839631,0.58255678,0.285953239,0.82951581,0.764364943,0.348023117,0.428607931,0.711255236,0.375022057,0
569,A,L,F,A,E,BI,A,Q,AE,A,GS,B,A,A,A,B,D,D,B,0.349750118,0.355023338,0.332261265,0.272830711,0.191227002,0.419930709,0.587353835,0.384231094,0.396685441,0.322161724,0.320948213,0
570,A,K,A,B,G,BI,A,S,L,A,HQ,A,A,A,A,B,D,D,B,0.902900837,0.77293325,0.794832427,0.842898758,0.474645771,0.55304357,0.253915259,0.789215339,0.780254002,0.970089272,0.962421541,0
571,A,N,A,A,E,BI,C,E,Y,A,LM,A,A,A,A,A,D,D,B,0.91470595,0.73801874,0.755166087,0.853090433,0.799666879,0.354754152,0.204849299,0.964362258,0.58558037,0.887696537,0.977331518,0
572,A,O,F,B,E,BU,G,AN,N,A,CC,A,A,A,B,B,B,B,B,0.651316611,0.376526618,0.408471586,0.557883242,0.599691029,0.250997359,0.210576205,0.573414989,0.421611178,0.286938859,0.692943251,0
575,A,G,Q,A,H,BI,G,C,K,E,JR,B,A,B,B,D,B,D,C,0.336106388,0.709495873,0.484149587,0.273712043,0.283705366,0.558029133,0.762315605,0.363149393,0.844758131,0.534690514,0.325990619,1
577,B,I,A,A,E,BI,C,AN,AS,J,CR,A,B,A,A,B,D,C,B,0.320273656,0.25026725,0.300907526,0.676182925,0.200237968,0.735510095,0.56875026,0.423426709,0.359593834,0.561608507,0.504234442,0
579,B,I,A,B,E,BI,A,AA,BM,E,CR,A,A,A,A,B,D,C,B,0.367720301,0.24628173,0.296987889,0.564595794,0.349812847,0.738959039,0.562610194,0.354538442,0.359441288,0.556909054,0.330552243,0
585,B,A,A,B,D,BI,A,N,N,E,HX,A,A,A,B,B,D,D,B,0.630699208,0.415328035,0.450049062,0.328400525,0.616069862,0.133842982,0.149849862,0.524753203,0.417764524,0.256603646,0.506146708,0
588,A,O,A,C,E,BI,I,O,AF,A,DP,A,A,A,A,B,D,B,B,0.366012714,0.242165361,0.347478202,0.31439834,0.788281997,0.089387205,0.521935139,0.21244578,0.273619933,0.256295377,0.327384781,1
589,B,I,D,B,E,BI,A,AS,J,A,DF,A,A,A,A,B,D,C,B,0.254927984,0.195806792,0.26252894,0.319688434,0.722368092,0.555787335,0.516415749,0.346474564,0.3501847,0.344349446,0.363007075,0
590,A,N,A,B,E,Q,C,N,N,A,DP,A,B,A,A,B,D,D,B,0.445797884,0.331923486,0.288011626,0.346821832,0.600944046,0.358241912,0.547724329,0.521701427,0.36889391,0.316783869,0.388728249,0
594,A,L,Q,A,F,BI,A,AQ,AX,A,HK,B,A,A,B,B,D,D,B,0.19200127,0.701675305,0.689940193,0.37431348,0.298814199,0.680227585,0.864472626,0.357563077,0.496331653,0.716697425,0.242957888,0
596,A,G,I,A,G,BI,A,AR,L,A,LM,B,A,A,B,B,D,D,B,0.889097978,0.766919692,0.734497794,0.829241049,0.683904426,0.553799119,0.344636617,0.873919517,0.800861462,0.807936249,0.944951921,1
598,A,K,A,A,F,BI,A,AS,AD,A,HQ,A,A,A,B,D,D,B,B,0.621932242,0.829566317,0.720142423,0.68159577,0.690281562,0.789589684,0.804641568,0.786362639,0.738863768,0.973638493,0.679481543,1
599,A,I,A,A,G,BI,A,E,Q,A,HK,A,A,A,A,B,D,D,B,0.393942425,0.592099972,0.617918555,0.637651549,0.778263672,0.807203466,0.650175709,0.659756055,0.561629034,0.715796907,0.430029142,0
600,A,C,G,A,D,BU,A,F,Y,A,BM,A,A,A,A,B,D,D,B,0.634779793,0.592862044,0.524160162,0.770536024,0.417086527,0.111391804,0.209050501,0.609410137,0.362025152,0.414007976,0.971957129,0
602,A,K,A,D,E,BI,A,Y,L,E,LN,A,A,A,A,B,D,D,B,0.916481952,0.788533325,0.827828712,0.7633198,0.578541051,0.092514338,0.221229762,0.851372528,0.747474978,0.820372223,0.939042383,0
604,B,I,A,A,F,BI,C,E,AE,C,EK,A,A,A,A,B,D,D,B,0.557781018,0.63867017,0.578085681,0.556289568,0.789921886,0.241652933,0.544299542,0.610231933,0.343964304,0.323647292,0.392037306,0
606,A,N,J,A,E,AB,G,AH,N,A,BL,B,A,A,B,B,B,D,B,0.457442349,0.347326446,0.460353963,0.686481204,0.564669551,0.356406194,0.537313856,0.366901183,0.41209285,0.321586235,0.689719115,0
607,A,K,A,A,F,BI,C,E,H,F,CS,A,B,A,A,B,B,B,B,0.378350716,0.47175331,0.447538487,0.257959102,0.822064543,0.556507889,0.602272626,0.473763664,0.847592893,0.426909374,0.32131612,1
609,B,B,A,A,E,BI,C,AN,Y,A,CR,A,B,A,A,B,D,D,B,0.329305858,0.322647357,0.287359545,0.33053119,0.818473303,0.182145692,0.14020399,0.370181328,0.280330308,0.54151647,0.832199297,0
610,A,N,A,C,F,AB,C,E,AS,A,CR,A,A,A,A,B,D,D,B,0.315307084,0.354998748,0.399473352,0.581109011,0.81713947,0.485545852,0.558447407,0.522873153,0.436558124,0.391647675,0.33006267,1
613,A,I,A,A,H,BI,I,AF,K,N,GS,A,A,A,A,D,B,D,B,0.493098078,0.76196002,0.781513149,0.248695521,0.242206037,0.73462265,0.819494781,0.429462693,0.65275819,0.261891939,0.515423226,1
614,A,I,A,D,E,BI,A,Y,Q,E,LM,A,A,A,A,B,D,D,B,0.935235949,0.793765305,0.793457071,0.828141498,0.68574196,0.67898892,0.211147135,0.935124461,0.661767335,0.831516441,0.935346873,0
615,A,I,A,A,F,BI,A,E,BM,A,LM,A,A,A,A,B,D,D,B,0.902081929,0.733418486,0.819316454,0.837141013,0.809524256,0.106427126,0.150527236,0.828896483,0.71329487,0.828916709,0.950553994,0
616,A,G,M,A,E,AB,C,AH,K,A,DJ,B,A,A,B,D,B,B,B,0.670288215,0.477354492,0.48019421,0.309103378,0.251335332,0.757572815,0.331304662,0.392199241,0.391531028,0.597447677,0.484389797,0
618,A,I,A,A,F,BI,A,AF,H,E,GS,A,A,A,A,B,D,D,B,0.313748151,0.404410214,0.428911177,0.111733391,0.218629582,0.423276051,0.539790718,0.325213686,0.913505115,0.81293373,0.31416482,0
620,A,C,J,A,D,AB,C,E,BM,A,HH,B,A,A,B,B,D,B,C,0.47584186,0.176853259,0.320391077,0.68122925,0.786737267,0.067882609,0.31790032,0.362611016,0.34982739,0.292223907,0.471759289,0
621,A,B,D,A,F,BI,A,AS,BM,A,HK,B,A,A,B,B,D,B,B,0.383135538,0.710254495,0.702789902,0.08534995,0.283838918,0.795419828,0.947158603,0.367467527,0.328304707,0.528126467,0.452590683,0
626,A,I,D,A,D,BI,A,E,Y,A,LM,A,A,A,A,B,D,D,B,0.652548562,0.539609121,0.650772806,0.762101056,0.791258779,0.105607687,0.1662795,0.558980799,0.430080739,0.452181365,0.567384612,0
627,B,F,G,C,E,BI,A,J,BM,A,HK,A,A,A,A,B,D,D,B,0.53363416,0.669722669,0.621661299,0.545186978,0.354676112,0.551904111,0.640711547,0.628464171,0.388191118,0.650387422,0.510803103,0
628,A,F,G,B,F,AB,A,AH,I,A,HX,A,A,A,A,D,B,D,B,0.665691929,0.440218492,0.456107115,0.377273043,0.246214888,0.081596142,0.156711547,0.432220802,0.377816379,0.324715123,0.533556633,0
629,A,H,A,B,H,BI,A,AL,AV,A,HQ,A,A,A,B,D,B,B,B,0.817511465,0.767216978,0.779162504,0.752108727,0.718272016,0.797010366,0.771341618,0.797774214,0.628207945,0.966474399,0.923157832,0
631,A,K,A,A,E,BI,C,N,Y,E,DP,A,B,A,B,D,D,D,B,0.501885443,0.319180596,0.295030474,0.595616079,0.603165205,0.554798906,0.540222758,0.359522676,0.387304551,0.345696006,0.275564655,0
633,A,K,A,A,E,BI,C,B,X,I,CR,A,B,A,A,B,D,D,B,0.306575154,0.368518954,0.294332838,0.494702085,0.353065743,0.737139707,0.591068414,0.389548264,0.386326388,0.298742426,0.333548817,0
635,B,H,D,B,E,K,A,E,BM,A,CR,A,A,A,A,B,C,C,C,0.316244113,0.18729723,0.229240829,0.332198893,0.713648719,0.425848637,0.615148179,0.265248727,0.283380223,0.519365572,0.325309994,0
636,A,F,C,A,E,BI,C,K,Q,A,AV,A,A,A,A,D,B,D,B,0.664567639,0.470605824,0.487368207,0.335254298,0.346105628,0.731480315,0.561770002,0.380493083,0.437281978,0.357824613,0.522815718,0
639,A,F,A,A,J,BI,A,AH,H,A,HB,A,A,A,A,B,D,D,B,0.482970565,0.490134545,0.954385307,0.238514456,0.234027853,0.619682927,0.525597062,0.509398509,0.7405248,0.315923188,0.466877616,1
641,A,N,D,A,E,BI,C,AV,Y,A,JG,A,A,A,A,D,D,D,B,0.875323292,0.928550592,0.816923176,0.87554538,0.695592372,0.734720905,0.102472671,0.852314887,0.701074841,0.297131759,0.954573302,0
643,A,M,L,A,E,AB,E,A,AX,C,DP,A,A,A,B,D,B,D,B,0.445739155,0.330967994,0.275601233,0.255420605,0.391326528,0.358363905,0.187458888,0.35469368,0.431782158,0.271087156,0.399886507,0
645,A,F,C,B,D,K,A,E,AS,A,CK,A,A,A,A,B,D,D,B,0.01205313,0.109666805,0.193232219,0.442300815,0.796093815,0.236279785,0.238266915,0.275579855,0.379491659,0.485251422,0.262475168,0
646,B,K,A,A,F,BI,A,J,AE,C,HQ,A,A,A,B,B,B,B,B,0.663228271,0.782890573,0.744834597,0.683473053,0.365160533,0.619681888,0.352294348,0.800899556,0.503325034,0.763863473,0.641296894,0
651,A,K,C,A,E,BI,A,AK,BM,E,HG,A,A,A,B,B,D,D,B,0.441355582,0.215010891,0.295701959,0.260070473,0.585843588,0.782031708,0.442657587,0.276598372,0.353446634,0.356470036,0.378530276,0
652,A,L,M,B,E,BI,G,N,AJ,A,DJ,A,A,A,B,D,B,D,B,0.470444097,0.341901238,0.335459166,0.588387276,0.571140576,0.119541957,0.414818533,0.568356288,0.374896064,0.329159869,0.527323126,1
654,A,M,A,A,G,BI,I,E,AT,A,GS,A,A,A,B,D,B,D,C,0.392103275,0.590356029,0.595986693,0.233731867,0.780250875,0.557157793,0.801103072,0.453989633,0.806696927,0.508420011,0.384536267,1
656,B,G,C,B,E,BI,A,N,S,E,HJ,A,A,A,B,B,D,D,B,0.614803953,0.718608257,0.330610163,0.653758291,0.6048958,0.553975197,0.25489606,0.724427202,0.512591473,0.71850809,0.622533822,0
657,A,L,I,B,E,BI,A,V,Y,A,KW,B,A,A,B,B,D,D,B,0.941514328,0.750597067,0.855370561,0.82666708,0.244864673,0.229372514,0.280982365,0.901865267,0.72060232,0.808410934,0.952568873,0
659,A,I,A,I,F,BI,A,AF,BD,A,HK,A,A,A,B,D,B,D,D,0.485766338,0.918089526,0.921301847,0.315562065,0.46684231,0.620508454,0.578995967,0.348997365,0.926982916,0.633350189,0.44776002,1
661,A,L,L,A,F,AB,C,AH,U,A,GT,B,A,A,B,A,B,D,D,0.135474103,0.246695923,0.291645391,0.338224863,0.598995517,0.794353976,0.640431181,0.166703122,0.319431937,0.508688053,0.325041806,1
